Name                  ;Const;Coordinates (J2000.0);Wave ;Type ;Dia_arcm;Dst_pc;E(B-V);Log_t  ;Aliases                                                                                                    ;Comments
NGC 6334 K            ;Sco  ;17 20 48.4 -35 42 59 ;IR   ;sOC  ;    0.28;  1700;      ;       ;                                                                                                           ;
NGC 6334 L            ;Sco  ;17 20 54.4 -35 45 43 ;IR   ;sOC  ;    0.55;  1700;      ;   5.84;                                                                                                           ;
NGC 6334 M            ;Sco  ;17 20 57.3 -35 39 41 ;IR   ;sOC  ;    0.40;  1700;      ;       ;                                                                                                           ;
NGC 6334 N            ;Sco  ;17 21 32.5 -35 40 27 ;IR   ;sOC  ;    0.69;  1700;      ;       ;                                                                                                           ;
NGC 6334 XA           ;Sco  ;17 19 54.0 -35 55 30 ;IR   ;OC   ;    2.00;      ;      ;       ;                                                                                                           ;X-ray cluster,extrem. absorbed
NGC 6334 XB           ;Sco  ;17 19 58.0 -35 54 00 ;IR   ;OC   ;    3.00;      ;      ;       ;                                                                                                           ;X-ray cluster,extrem. absorbed
NGC 6334 XH           ;Sco  ;17 20 38.0 -35 49 00 ;IR   ;OC   ;    4.00;      ;      ;       ;                                                                                                           ;X-ray cl.,rel. IRAS 17172-3548
NGC 6334 XJ           ;Sco  ;17 21 05.0 -35 44 00 ;IR   ;OC   ;    1.80;      ;      ;       ;Ryu 434                                                                                                    ;X-Ray Cluster, in NGC 6334
NGC 6353              ;Her  ;17 21 12.0 +15 41 18 ;Op   ;***  ;    0.40;      ;      ;       ;                                                                                                           ;5 close stars in a losangle. Similar to IC 1278
NGC 6357 E            ;Sco  ;17 25 47.9 -34 27 12 ;IR   ;sOC  ;    2.10;  1700;      ;   6.15;MCG A E                                                                                                    ;
NGC 6415              ;Sco  ;17 42 54.0 -35 08 18 ;Op   ;***  ;   23.00;      ;      ;       ;                                                                                                           ;
NGC 6430              ;Her  ;17 44 45.0 +18 10 00 ;Op   ;***  ;    7.00;      ;      ;       ;                                                                                                           ;
NGC 6432              ;Sgr  ;17 47 22.0 -24 53 13 ;Op   ;***  ;    1.00;      ;      ;       ;ESO 520-25                                                                                                 ;
NGC 6437              ;Sco  ;17 49 00.0 -35 51 06 ;Op   ;***  ;   40.00;      ;      ;       ;                                                                                                           ;
NGC 6476              ;Sgr  ;17 54 12.0 -29 07 12 ;Op   ;***  ;   21.00;      ;      ;       ;                                                                                                           ;
NGC 6481              ;Oph  ;17 52 48.0 +04 10 01 ;Op   ;***  ;   15.00;      ;      ;       ;                                                                                                           ;
NGC 6519              ;Sgr  ;18 03 32.0 -29 47 27 ;Op   ;***  ;    4.00;      ;      ;       ;ESO 456-41                                                                                                 ;fluctuation in Baades Window?
NGC 6525              ;Oph  ;18 02 04.1 +11 01 01 ;Op   ;***  ;   19.20;      ;      ;       ;                                                                                                           ;
NGC 6529              ;Sgr  ;18 05 29.0 -36 17 48 ;Op   ;***  ;   16.00;      ;      ;       ;                                                                                                           ;
