Cluster_s name                ;Galaxy ;Const;RAJ2000.0  DEJ2000.0   ;Wavel ;Type  ;Dia_arcS;Dst_pc ;V_mag  ;E(B-V);Log_t ;Aliases/Variants                                                                                                  ;Comments
NGC 1774                      ;LMC    ;Dor  ;04 58 06   -67 14 32   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;SL 141, ESO 85-26, KMHK 360, GKK-O255                                                                             ;in Shapley VI
NGC 1872                      ;LMC    ;Dor  ;05 13 12   -69 18 45   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;SL 318, ESO 56-83, OGLE-LMC 236                                                                                   ;sup LMC-N 113
NGC 1902                      ;LMC    ;Dor  ;05 18 18   -66 37 38   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;SL 367, ESO 85-66, KMHK 734                                                                                       ;
NGC 1917                      ;LMC    ;Dor  ;05 19 02   -69 00 04   ;Op    ;OC    ;   102.0;  49700;       ;      ;      ;SL 379, ESO 56-100, OGLE-LMC 343                                                                                  ;
NGC 1951                      ;LMC    ;Dor  ;05 26 05   -66 35 50   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;SL 464, ESO 85-86, KMHK 886                                                                                       ;mP, in BSDL 1677
NGC 2003                      ;LMC    ;Dor  ;05 30 54   -66 27 59   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;SL 526, ESO 86-6, KMHK 998                                                                                        ;mP, in Shapley III
NGC 2105                      ;LMC    ;Dor  ;05 44 20   -66 55 04   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;SL 687, ESO 86-29, KMHK 1306, GKK-O228                                                                            ;
NGC 2172                      ;LMC    ;Dor  ;06 00 05   -68 38 13   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;SL 812, ESO 57-65, BM 195, KMHK 1580                                                                              ;
NGC 2193                      ;LMC    ;Dor  ;06 06 00.17-65 05 05.5 ;Op    ;OC    ;   102.0;  46989;       ;      ; 9.380;SL 839, LW 387, ESO 86-57, KMHK 1633                                                                              ;
OGLE-LMC-CL-0749              ;LMC    ;Dor  ;05 48 29.67-63 44 33.4 ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0772              ;LMC    ;Dor  ;06 15 20.57-67 34 06.7 ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0833              ;LMC    ;Dor  ;04 36 36.69-67 58 41.6 ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0933              ;LMC    ;Dor  ;05 14 54.26-64 50 58.7 ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0960              ;LMC    ;Dor  ;05 26 02.62-65 10 14.2 ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0965              ;LMC    ;Dor  ;05 24 48.58-64 48 42.0 ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;                                                                                                                  ;
SL 106                        ;LMC    ;Dor  ;04 55 06   -69 40 26   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;KMHK 276                                                                                                          ;in? SGshell-LMC 7
SL 117                        ;LMC    ;Dor  ;04 56 22   -68 58 00   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;KMHK 314, GKK-O173                                                                                                ;
SL 204                        ;LMC    ;Dor  ;05 04 42   -66 02 03   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;LW 125, KMHK 500                                                                                                  ;
SL 205                        ;LMC    ;Dor  ;05 04 45   -66 22 00   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;KMHK 507                                                                                                          ;
SL 298                        ;LMC    ;Dor  ;05 11 31   -66 58 32   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;KMHK 636, OGLE-LMC 203, GKK-O251                                                                                  ;
SL 354                        ;LMC    ;Dor  ;05 17 00.32-63 25 01.5 ;Op    ;OC    ;   102.0;  47424;       ;      ; 9.420;LW 177, ESO 85-63, KMHK 712                                                                                       ;
SL 388                        ;LMC    ;Dor  ;05 20 00.06-63 28 04.9 ;Op    ;OC    ;   102.0;  52481;       ;      ; 9.420;LW 186, ESO 85-72, KMHK 773                                                                                       ;
SL 410                        ;LMC    ;Dor  ;05 21 45   -65 13 56   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;LW 192, KMHK 813                                                                                                  ;br*in
SL 456                        ;LMC    ;Dor  ;05 25 27   -67 29 09   ;Op    ;OB    ;   102.0;  49500;       ;      ;      ;KMHK 879                                                                                                          ;in LH 51
SL 471                        ;LMC    ;Dor  ;05 26 20   -67 37 15   ;Op    ;OB    ;   102.0;  49500;       ;      ;      ;                                                                                                                  ;in LMC-N 51E
SL 638                        ;LMC    ;Dor  ;05 39 36   -65 38 21   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;LW 262, KMHK 1184                                                                                                 ;
SL 674                        ;LMC    ;Dor  ;05 43 20   -66 15 44   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;ESO 86-26, KMHK 1281                                                                                              ;
SL 680                        ;LMC    ;Dor  ;05 44 00.04-63 55 02.9 ;Op    ;OC    ;   102.0;  48978;       ;      ; 8.799;LW 281, KMHK 1290                                                                                                 ;mP
SL 701                        ;LMC    ;Dor  ;05 45 00.34-63 42 05.7 ;Op    ;OC    ;   102.0;  41687;       ;      ; 9.140;LW 289, ESO 56-30, KMHK 1330                                                                                      ;
SL 782                        ;LMC    ;Dor  ;05 55 09   -68 29 33   ;Op    ;OC/OB ;   102.0;  49500;       ;      ;      ;BM 166, KMHK 1525                                                                                                 ;
SL 81                         ;LMC    ;Dor  ;04 53 12   -67 17 28   ;Op    ;OB    ;   102.0;  49500;       ;      ;      ;                                                                                                                  ;in LH 3
SL 823                        ;LMC    ;Dor  ;06 02 17   -64 19 46   ;Op    ;OC    ;   102.0;  49500;       ;      ;      ;LW 362, ESO 86-51, KMHK 1596                                                                                      ;
OGLE-LMC-CL-0878              ;LMC    ;Dor  ;05 00 05.61-64 43 23.8 ;Op    ;OC    ;   104.0;  49500;       ;      ;      ;                                                                                                                  ;
